ID,Centro,Orden,Clase de orden,Aviso,Plan mant.prev.,Fecha entrada,Fe.inic.extrema,Fe.inicio real,Fe.fin extrema,Fin real (hora),Pto.tbjo.resp.,Grupo planif.,Ubicac.técnica,Equipo,Texto breve,Status sistema,TotalCostesPlan,Cst.tot.reales
,0954,7824137,M01,,59348,29/06/2014,22/07/2014,22/07/2014,22/07/2014,12:00:00,SCOR00,006,DVC-MI-024-PC015,,0954 REVISION Y AJUSTE RECT VENADO 2,CERR NOTI IMPR KKMP NLIQ PREC,1030.38,1030.38
,0954,7824142,M01,,59130,29/06/2014,29/07/2014,29/07/2014,29/07/2014,15:00:00,SAUT10B,009,DUC-TR-GLP-D0001-TRM05-TED01,,954INTSCADALP TED EST. 4 J. D. COVAR KM,CERR NOTI IMPR KKMP NLIQ PREC,8243.04,8243.04
,0954,7824143,M01,,59349,29/06/2014,24/07/2014,24/07/2014,24/07/2014,17:00:00,SCOR00,006,DVP-MI-173-PC022,,0954 REVISION Y AJUSTE RECT COCOS,CERR NOTI IMPR KKMP NLIQ PREC,2060.76,2584.36
,0954,7824144,M01,,59349,29/06/2014,24/07/2014,24/07/2014,24/07/2014,09:00:00,SCOR00,006,DVC-MI-023-PC006,,0954 REVISION Y AJUSTE NUDO TEAPA 1,CERR NOTI IMPR KKMP NLIQ PREC,2060.76,2060.76
,0954,7824145,M01,,59349,29/06/2014,24/07/2014,24/07/2014,24/07/2014,11:00:00,SCOR00,006,DVC-MI-024-PC010,,0954 REVISION Y AJUSTE NUDO TEAPA 2,CERR NOTI IMPR KKMP NLIQ PREC,2060.76,2060.76
,0954,7824146,M01,,59349,29/06/2014,24/07/2014,24/07/2014,24/07/2014,13:00:00,SCOR00,006,DVC-MI-029-PC016,,0954 REVISION Y AJUSTE NUDO PAJARITOS,CERR NOTI IMPR KKMP NLIQ PREC,2060.76,2060.76
,0954,7824147,M01,,59050,29/06/2014,09/07/2014,09/07/2014,09/07/2014,17:00:00,SMED00,010,ERM30005,,954INTMED  PLANTA DE ETILENO PAJARITOS,CERR NOTI IMPR KKMP NLIQ PREC,8243.04,8766.64
,0954,7824150,M01,,59018,29/06/2014,11/07/2014,11/07/2014,11/07/2014,13:00:00,SAUT10,009,ERM30039,,954INTSCADAELEC INYEC (CAMPVENTA) MI-014,CERR NOTI IMPR KKMP NLIQ PREC,6182.28,6182.28
,0954,7824314,M01,10791963,70348,29/06/2014,01/07/2014,01/07/2014,01/07/2014,20:00:00,PQ_TUB00,007,DUC-TR-PQS-D0001-TRM04-VS539,,Instal. medias cañas y Mantto Valv.,CERR NOTI IMPR DMNV FCAP KKMP NLIQ PREC,20607.6,23880.1
,0954,7824503,M01,,83679,30/06/2014,12/08/2014,,12/08/2014,00:00:00,SMCD00,011,ESC-CH-COM-TC02,20170303,MANTTO. PSV-ESC-CH-136-2B,ABIE DMNV KKMP PREC,4121.52,0
,0954,7824577,M01,,,30/06/2014,01/07/2014,01/07/2014,01/07/2014,17:00:00,STUB10,007,DUC-TR-GLP-D0001-TRM04-CRUCE,20180217,ORDEN Y LIMPIEZA,CERR NOTI IMPR KKMP NLIQ PREC,20607.6,21916.6
,0954,7824578,M01,,,30/06/2014,01/07/2014,01/07/2014,01/07/2014,17:00:00,SCIV00,008,ERM30147,,MANIOBRAS CON GRUA HIAB. TRASLADO DE VAL,CERR NOTI IMPR KKMP NLIQ PREC,4121.52,4383.32
,0954,7824591,M01,,,01/07/2014,10/07/2014,10/07/2014,10/07/2014,15:00:00,PQ_MED00,010,DUC-TR-PQS-D0001-TRM02-TRD02,,MOVIMIENTOS OPERATIVOS PARA RECIBO DE DI,CTEC NOTI IMPR DMNV KKMP NLIQ PREC,12364.56,12364.56
,0954,7824594,M01,,,01/07/2014,01/07/2014,01/07/2014,01/07/2014,15:00:00,SSEG10,004,EMI30002,,Proteccion Contraincendio en trabajos ar,CERR NOTI IMPR DMNV KKMP NLIQ PREC,12364.56,12364.56
,0954,7824599,M01,,,01/07/2014,02/07/2014,02/07/2014,09/07/2014,15:00:00,PQ_SGD20,004,DUC-TR-PQS-D0001-TRM02-TRD02,,TRABAJOS DE PROTECCION C.I. EN ACTIVIDAD,CTEC NOTI IMPR DMNV KKMP NLIQ PREC,43309.6,43309.6
,0954,7824610,M01,,,01/07/2014,01/07/2014,01/07/2014,01/07/2014,20:00:00,STUB00,007,DUC-TR-GSD-D0026-TRM01-TRD02,,DESEMBRIDADO PARA DESMONTAJE DE ARREGLO,CERR NOTI IMPR KKMP NLIQ PREC,16486.08,19104.08
,0954,7824619,M01,,,02/07/2014,02/07/2014,02/07/2014,07/07/2014,17:00:00,STUB00,007,EM030004,,954INTMANTTO E.M. LPG Cosoleacaque MIL-,CERR NOTI IMPR FCAP KKMP NLIQ PREC,82430.4,86357.4
,0954,7824658,M01,,54841,02/07/2014,03/07/2014,03/07/2014,18/07/2014,17:00:00,SMCD00,011,ESC-CH-COM-TC01,,ECCHI MANTTO MECANICO TURBOCOMPRES TC-1,CERR NOTI IMPR MACO MOVM NLIQ PREC,247756.32,260322.77
,0954,7824659,M01,,54841,02/07/2014,02/07/2014,02/07/2014,09/07/2014,10:00:00,SAUT00,012,ESC-CH-COM-TC01,,ECCHI MANTTO. AUTOMATIZ TURBOCOMPR TC-1,CERR NOTI IMPR KKMP NLIQ PREC,49458.24,54643.78
,0954,7824683,M01,,,30/06/2014,07/07/2014,07/07/2014,07/07/2014,08:00:00,PQ_TUB00,007,DUC-TR-PQS-D0001-TRM03,,RETIRO Y LIMPIEZA DE PROTECCION MECANICA,CTEC NOTI IMPR DMNV KKMP NLIQ PREC,2060.76,2060.76
,0954,7824687,M01,,,01/07/2014,01/07/2014,01/07/2014,02/08/2014,20:00:00,PQ_SGD20,004,DUC-TR-PQS-D0001-TRM02-TED01,,TRABAJOS DE PROTECCION C.I. EN ACTIVIDAD,CTEC NOTI IMPR DMNV KKMP NLIQ PREC,49458.24,56788.64
,0954,7824689,M01,,,01/07/2014,01/07/2014,01/07/2014,08/07/2014,18:00:00,PQ_SGD20,004,DUC-TR-PQS-D0002-TRM01-TRD02,,TRABAJOS DE PROTECCION C.I. EN ACTIVIDAD,CTEC NOTI IMPR DMNV KKMP NLIQ PREC,41215.2,44487.7
,0954,7824690,M01,,,01/07/2014,01/07/2014,01/07/2014,01/07/2014,15:00:00,PQ_MED00,010,DUC-TR-PQS-D0002-TRM01,,ELIMINACION DE EMISION FUGITIVA EN EL KM,CERR NOTI IMPR KKMP NLIQ PREC,6182.28,6182.28
,0954,7824693,M01,,,01/07/2014,01/07/2014,01/07/2014,01/07/2014,18:00:00,PQ_SGD10,004,DUC-TR-PQS-D0002-TRM01,,TRABAJOS DE PROTECCION C.I. EN ACTIVIDAD,CTEC NOTI IMPR DMNV KKMP NLIQ PREC,8243.04,9028.44
,0954,7824704,M01,,,01/07/2014,01/07/2014,01/07/2014,05/07/2014,15:00:00,SCOR00,006,DUC-TR-GSD-D0003-TRM01,,RECORRIDO CON CIA IMC EN LOS ESTUDIO CIS,CERR NOTI IMPR DMNV KKMP NLIQ PREC,32972.16,37684.56
,0954,7824705,M01,,,01/07/2014,01/07/2014,01/07/2014,02/07/2014,17:00:00,SCOR00,006,DUC-TR-GSD-D0012-TRM01,,RECORRIDO CON ITESCAM EN LOS ESTUDIO ACV,CERR NOTI IMPR DMNV KKMP NLIQ PREC,16486.08,19889.48
,0954,7824707,M01,10791960,,01/07/2014,02/07/2014,02/07/2014,02/07/2014,18:00:00,PQ_TUB00,007,DUC-TR-PQS-D0001-TRM04-VS540,,Trabajos de Cambio e instalacion de medi,CERR NOTI IMPR DMNV KKMP NLIQ PREC,22571.1,22571.1
,0954,7824708,M01,10791962,,01/07/2014,01/07/2014,01/07/2014,01/07/2014,09:00:00,PQ_TUB00,007,DUC-TR-PQS-D0001-TRM04-VS542,,Trabajos de Cambio e instalacion de medi,CERR NOTI IMPR DMNV KKMP NLIQ PREC,5151.9,5151.9
,0954,7824710,M01,,,01/07/2014,10/07/2014,10/07/2014,10/07/2014,08:00:00,PQ_TUB00,007,DUC-TR-PQS-D0002-TRM01-TRD02,,CORRIDA DE DIABLOS DE LIMPIEZA CON COPAS,CERR NOTI IMPR DMNV KKMP NLIQ PREC,2575.95,2575.95
,0954,7824712,M01,,,01/07/2014,02/07/2014,02/07/2014,04/07/2014,17:00:00,PQ_TUB00,007,DUC-TR-PQS-D0002-TRM01-TRD02,,APOYO EN COLOC. DE TRAMPA EN LA TRD PAJA,CERR NOTI IMPR DMNV KKMP NLIQ PREC,41215.2,45796.7
,0954,7824739,M01,,,05/07/2014,15/07/2014,15/07/2014,25/07/2014,17:00:00,PQ_COR00,006,DVC-MI-043-PC002,,CHAPODEO.LIMPIEZA Y ROTULACION A CASETA,CERR NOTI IMPR DMNV KKMP NLIQ PREC,28850.64,30683.24
,0954,7824744,M01,,,02/07/2014,01/07/2014,01/07/2014,07/07/2014,24:00:00,PQ_MED00,010,DUC-TR-PQS-D0001-TRM02-TED01,,MOVIMIENTOS OPERATIVOS PARA CORRIDA DE D,CERR NOTI IMPR DMNV KKMP NLIQ PREC,14180.34,21248.94
,0954,7824745,M01,,,02/07/2014,02/07/2014,02/07/2014,09/07/2014,18:00:00,PQ_MED00,010,DUC-TR-PQS-D0001-TRM02-TRD02,,MOVIMIENTOS OPERATIVOS PARA RECIBO DE DI,CTEC NOTI IMPR DMNV KKMP NLIQ PREC,28850.64,37359.14
,0954,7824747,M01,,,03/07/2014,07/07/2014,07/07/2014,07/07/2014,17:00:00,STUB10,007,EMI30002,,ACTIVIDADES DE ORDEN  Y LIMPIEZA,CERR NOTI IMPR KKMP NLIQ PREC,20607.6,21916.6
,0954,7824771,M01,,,03/07/2014,08/07/2014,08/07/2014,09/07/2014,17:00:00,STUB00,007,ERM30041,,954INTMANTTO REPOS. AL GASODUC.DE B.P,CERR NOTI IMPR FCAP KKMP NLIQ PREC,41215.2,42786
,0954,7824800,M01,,54841,02/07/2014,04/07/2014,04/07/2014,16/07/2014,17:00:00,SMCD00,011,ESC-CH-COM-TC01,,ECCHI MANTTO ELECTRICO TURBOCOMPR TC-1,CERR NOTI IMPR KKMP NLIQ PREC,37093.68,39449.88
,0954,7824808,M01,,,04/07/2014,07/07/2014,07/07/2014,08/07/2014,15:00:00,STUB00,007,DUC-TR-GSD-D0014-TRM01-TED01,,954INTMANTTO. TED  EST.3  MINATITLAN KM,CERR NOTI IMPR FCAP KKMP NLIQ PREC,41215.2,41215.2
,0954,7824818,M01,,,07/07/2014,07/07/2014,07/07/2014,11/07/2014,15:00:00,SMED00,010,DUC-ED-MIN-COM01,,Mantenimiento. preventivo. correctivo a,CERR NOTI IMPR KKMP NLIQ PREC,41215.2,42786
,0954,7824844,M01,,,05/07/2014,07/07/2014,07/07/2014,11/07/2014,15:00:00,SRES00,004,DUC-TR-GSD-D0092-TRM04,,Verificacion de anomalias del Tramo IV,CERR NOTI IMPR KKMP NLIQ PREC,41215.2,41215.2
,0954,7824845,M01,,,05/07/2014,08/07/2014,08/07/2014,08/07/2014,17:00:00,SRES00,007,DUC-TR-GSD-D0092-TRM03-CRUCE,20180261,Mantenimiento PAE GSD CUARTEL KM 138+700,CERR NOTI IMPR KKMP NLIQ PREC,20607.6,21916.6
,0954,7824846,M01,,,05/07/2014,10/07/2014,10/07/2014,10/07/2014,17:00:00,SRES00,007,DUC-TR-GSD-D0092-TRM03-CRUCE,20180257,Mantto. PA POLVORÍN KM 136+150,CERR NOTI IMPR KKMP NLIQ PREC,20607.6,21916.6
,0954,7824847,M01,,,05/07/2014,09/07/2014,09/07/2014,09/07/2014,17:00:00,SRES00,007,DUC-TR-GSD-D0092-TRM03-CRUCE,20180295,Mantto. CRC GSD TRANSISMICA KM 156+400,CERR NOTI IMPR KKMP NLIQ PREC,20607.6,21916.6
,0954,7824848,M01,,,05/07/2014,14/07/2014,14/07/2014,18/07/2014,15:00:00,SRES00,004,DUC-TR-GSD-D0092-TRM03,,Verificacion de anomalias del Tramo III,CERR NOTI IMPR KKMP NLIQ PREC,41215.2,41215.2
,0954,7824860,M01,10792559,,04/07/2014,05/07/2014,05/07/2014,08/07/2014,17:00:00,STUB00,007,DUC-TR-GSD-D0026-TRM01-TRD02,,RECORRIDO DE ESPÁRRAGOS EN BRIDA DE VÁLV,CERR NOTI IMPR KKMP NLIQ PREC,24729.12,26823.52
,0954,7824863,M01,,,07/07/2014,07/07/2014,07/07/2014,07/07/2014,17:00:00,STUB10,007,DUC-TR-GLP-D0001-TRM03-CRUCE,20180210,MANTTO EN CRUCE LPG EL CHAPO - AGUA DULC,CERR NOTI IMPR KKMP NLIQ PREC,16486.08,17533.28
,0954,7824864,M01,,,07/07/2014,07/07/2014,07/07/2014,08/07/2014,17:00:00,SSEG10,004,EMI30002,,PROTECCION CONTRAINCENDIO EN TRABAJOS DE,CERR NOTI IMPR DMNV KKMP NLIQ PREC,24729.12,25514.52
,0954,7824867,M01,,,07/07/2014,07/07/2014,07/07/2014,11/07/2014,17:00:00,PQ_TUB00,007,DUC-TR-PQS-D0001-TRM03,,TRABAJOS DE EXCAVACION Y/O HERRAMIENTA M,CERR NOTI IMPR DMNV KKMP NLIQ PREC,78308.88,90613.48
,0954,7824869,M01,,,07/07/2014,07/07/2014,07/07/2014,07/07/2014,17:00:00,PQ_MED00,010,DUC-TR-PQS-D0002-TRM01-TRD02,,MONITOREO DE CONDIOCNES OPERATIVAS Y ENT,CERR NOTI IMPR DMNV KKMP NLIQ PREC,8243.04,8766.64
,0954,7824870,M01,,,07/07/2014,07/07/2014,07/07/2014,11/07/2014,18:00:00,PQ_MED00,010,DUC-TR-PQS-D0001-TRM05,,RECORRIDO A INSTALCIONES SUPERFICIALES C,CERR NOTI IMPR DMNV KKMP NLIQ PREC,20607.6,23880.1
,0954,7824873,M01,,,08/07/2014,08/07/2014,08/07/2014,08/07/2014,15:00:00,SAUT10,009,ERM30039,,At Usuarios recorrido recolectar datos S,CERR NOTI IMPR KKMP NLIQ PREC,3606.33,3606.33
,0954,7824875,M01,,,09/07/2014,04/08/2014,,08/08/2014,00:00:00,PQ_MED00,010,DUC-TR-PQS-D0002-TRM01-TED01,,MOVIMIENTOS OPERATIVOS PARA LANZAMIENTO,LIB. IMPR DMNV KKMP NLIQ PREC,164860.8,0
,0954,7824876,M01,,,10/07/2014,10/07/2014,10/07/2014,10/07/2014,17:00:00,STUB10,007,DUC-TR-GLP-D0001-TRM04-CRUCE,20180236,TRABAJOS DE ORDEN Y LIMPIEZA. CHAPODEO Y,CERR NOTI IMPR KKMP NLIQ PREC,20607.6,21916.6
,0954,7824877,M01,,,10/07/2014,10/07/2014,10/07/2014,10/07/2014,17:00:00,STUB00,007,DUC-TR-GSD-D0019-TRM04-TRD02,,TRABAJOS DE ORDEN Y LIMPIEZA. CHAPODEO Y,CERR NOTI IMPR KKMP NLIQ PREC,20607.6,21916.6
,0954,7824878,M01,,,10/07/2014,11/07/2014,11/07/2014,15/07/2014,17:00:00,STUB00,007,DUC-TR-GSD-D0012-TRM01-VS073,,ORDEN Y LIMPIEZA. CHAPODEO. APLICACIÓN D,CERR NOTI IMPR KKMP NLIQ PREC,41215.2,43833.2
,0954,7824879,M01,,,10/07/2014,10/07/2014,10/07/2014,10/07/2014,17:00:00,STUB00,007,DUC-TR-GSD-D0014-TRM01-CRUCE,20189053,ORDEN Y LIMPIEZA. CHAPODEO. APLICACIÓN D,CERR NOTI IMPR KKMP NLIQ PREC,20607.6,21916.6
,0954,7824916,M01,,,09/07/2014,09/07/2014,09/07/2014,09/07/2014,17:00:00,SSEG10,004,DUC-TR-GSD-D0086-TRM01-TRD02,,PROTECCION DE CONTRAINCENDIO EN DESFOGUE,CERR NOTI IMPR KKMP NLIQ PREC,12364.56,13149.96
,0954,7825151,M01,,43604,06/07/2014,07/07/2014,07/07/2014,30/07/2014,17:00:00,SCIV00,008,DUC-ED-MIN-COM01,,Orden y Limpieza COM Minatitlán,CERR NOTI IMPR DMNV MOVM NLIQ PREC,445382.62,468944.62
,0954,7825265,M01,,51077,06/07/2014,14/07/2014,14/07/2014,14/07/2014,15:00:00,SSEG10,004,DVC-MI-030,,Recorrido Celaje Terrestre D.D.V. 30,CERR NOTI IMPR KKMP NLIQ PREC,8243.04,8243.04
,0954,7825266,M01,,51078,06/07/2014,09/07/2014,09/07/2014,09/07/2014,15:00:00,SSEG10,004,DVC-MI-043,,Recorrido Celaje Terrestre D.D.V. 43,CERR NOTI IMPR KKMP NLIQ PREC,8243.04,8243.04
,0954,7825267,M01,,51079,06/07/2014,14/07/2014,14/07/2014,14/07/2014,15:00:00,SSEG10,004,DVP-MI-173,,Recorrido Celaje Terrestre D.D.V. 252,CERR NOTI IMPR KKMP NLIQ PREC,4121.52,4121.52
,0954,7825268,M01,,51236,06/07/2014,15/08/2014,15/08/2014,15/08/2014,12:00:00,SSEG10,004,DVP-MI-192,,Celaje Terrestre Ramal Terminal-Cloro T,CTEC NOTI IMPR KKMP NLIQ PREC,1030.38,1030.38
,0954,7825269,M01,,51237,06/07/2014,01/08/2014,01/08/2014,01/08/2014,13:00:00,SSEG10,004,DVP-MI-186,,Recorrido Celaje Terrestre Ramal Maseca,CERR NOTI IMPR KKMP NLIQ PREC,1030.38,1030.38
,0954,7825270,M01,,51238,06/07/2014,01/08/2014,01/08/2014,01/08/2014,10:00:00,SSEG10,004,DVP-MI-184,,Celaje Terrestre Ramal Jaltipan-Mat. P.,CERR NOTI IMPR KKMP NLIQ PREC,1030.38,1030.38
,0954,7825271,M01,,51241,06/07/2014,14/07/2014,14/07/2014,17/07/2014,15:00:00,SSEG10,004,DVP-MI-172,,Recorrido Celaje Terrestre D.D.V. 251,CERR NOTI IMPR KKMP NLIQ PREC,32972.16,32972.16
,0954,7825272,M01,,51423,06/07/2014,20/08/2014,,20/08/2014,00:00:00,SRES00,004,DUC-TR-GSD-D0092-TRM01-VS441,,Inspeccion/Auditorias V.S. Medicion,ABIE DMNV KKMP PREC,515.19,0
,0954,7825454,M01,,58189,06/07/2014,08/08/2014,,11/08/2014,00:00:00,SAUT10B,009,DUC-TR-GSD-D0092-TRM04-VS455,,SCADA TGN VS. MIR Tehuantepe MIL-026,ABIE DMNV KKMP PREC,11334.18,0
,0954,7825458,M01,,58192,06/07/2014,15/08/2014,15/08/2014,15/08/2014,15:00:00,SAUT10B,009,ERM30037,,At Usuarios recorrido recolectar datos S,CTEC NOTI IMPR KKMP NLIQ PREC,4121.52,4121.52
,0954,7825459,M01,,59064,06/07/2014,17/07/2014,17/07/2014,17/07/2014,15:00:00,SMED00,010,ERM30007,,954INTMED  IND. QUIMICAS DEL ISTMO,CERR NOTI IMPR KKMP NLIQ PREC,8243.04,8243.04
,0954,7825460,M01,,59184,06/07/2014,14/08/2014,14/08/2014,14/08/2014,19:00:00,SAUT10,009,DUC-TR-GSD-D0001-TRM04-VS022,,"0954INT SCADA MDR COATZA 48"" C-SF MI-025",CTEC NOTI IMPR KKMP NLIQ PREC,7212.66,8259.86
,0954,7825465,M01,,59006,06/07/2014,08/08/2014,,08/08/2014,00:00:00,SAUT10,009,DUC-TR-GSD-D0010-TRM02-VS068,,954INTSCADAINSTA  V.S. MIR TONALA MI-027,ABIE DMNV KKMP NLIQ PREC,8243.04,0
,0954,7825466,M01,,59346,06/07/2014,12/08/2014,12/08/2014,12/08/2014,12:00:00,SCOR00,006,DVC-MI-024-PC012,,0954 REVISION Y AJUSTE RECT. TONALA II,CTEC NOTI IMPR KKMP NLIQ PREC,1030.38,1030.38
,0954,7825467,M01,,59346,06/07/2014,12/08/2014,12/08/2014,12/08/2014,11:00:00,SCOR00,006,DVC-MI-024-PC011,,0954 REVISION Y AJUSTE RECT. TONALA I,CTEC NOTI IMPR KKMP NLIQ PREC,2060.76,2060.76
,0954,7825468,M01,,59346,06/07/2014,12/08/2014,12/08/2014,12/08/2014,17:00:00,SCOR00,006,DVC-MI-024-PC008,,0954 REVISION Y AJUSTE RECT. EST 2-2,CTEC NOTI IMPR KKMP NLIQ PREC,2060.76,2584.36
,0954,7825469,M01,,59346,06/07/2014,12/08/2014,12/08/2014,12/08/2014,13:00:00,SCOR00,006,DVC-MI-023-PC002,,0954 REVISION Y AJUSTE RECT. EST 2-1,CTEC NOTI IMPR KKMP NLIQ PREC,1030.38,1030.38
,0954,7825470,M01,,59346,06/07/2014,12/08/2014,12/08/2014,12/08/2014,09:00:00,SCOR00,006,DVC-MI-023-PC001,,0954 REV Y AJUSTE RECT. TONALA-CEIBA,CTEC NOTI IMPR KKMP NLIQ PREC,2060.76,2060.76
,0954,7825474,M01,,59063,06/07/2014,11/07/2014,11/07/2014,11/07/2014,17:00:00,SMED00,010,ERM30043,,954INTMEDICION  EASTMAN CHEM IND. MEX,CERR NOTI IMPR KKMP NLIQ PREC,7212.66,7736.26
,0954,7825475,M01,,59096,06/07/2014,11/07/2014,11/07/2014,11/07/2014,08:00:00,SMED00,010,DUC-DI-GSD-REDMI-TRONC,20178709,0954INTMED-PR BACHOCO-MAT.PRIMA,CERR NOTI IMPR KKMP NLIQ PREC,1030.38,1030.38
,0954,7825476,M01,,59090,06/07/2014,07/07/2014,07/07/2014,07/07/2014,15:00:00,SMED00,010,ERM30019,,954INTMEDICION MATERIAS PRIMAS MONTERREY,CERR NOTI IMPR FCAP KKMP NLIQ PREC,8243.04,8243.04
,0954,7825488,M01,,59076,06/07/2014,22/07/2014,22/07/2014,22/07/2014,15:00:00,SAUT10,009,ERM30002,,At Usuarios recorrido recolectar datos S,CERR NOTI IMPR KKMP NLIQ PREC,4121.52,4121.52
,0954,7825494,M01,,59082,06/07/2014,05/08/2014,,05/08/2014,00:00:00,SAUT10,009,DUC-TR-GSD-D0014-TRM01-TRD02,,954INTSCADAINSTTA TRD EST.4 J.D. COVMI02,LIB. IMPR KKMP NLIQ PREC,8243.04,0
,0954,7825497,M01,,59035,06/07/2014,23/07/2014,23/07/2014,23/07/2014,11:00:00,SAUT10,009,ERM30036,,954INTSCADAGN ELEC-CPQ CANGREJERA MI-006,CERR NOTI IMPR DMNV KKMP NLIQ PREC,2060.76,2060.76
,0954,7825498,M01,,59347,06/07/2014,13/08/2014,13/08/2014,13/08/2014,12:00:00,SCOR00,006,DVC-MI-024-PC013,,0954 REVISION Y AJUSTE RECT GARCEÑO,CTEC NOTI IMPR KKMP NLIQ PREC,2060.76,2060.76
,0954,7825499,M01,,59347,06/07/2014,13/08/2014,13/08/2014,13/08/2014,10:00:00,SCOR00,006,DVP-MI-172-PC020,,0954 REVISION Y AJUSTE RECT CHOAPAS,CTEC NOTI IMPR KKMP NLIQ PREC,3091.14,3091.14
,0954,7825500,M01,,59347,06/07/2014,13/08/2014,13/08/2014,13/08/2014,17:00:00,SCOR00,006,DVC-MI-023-PC003,,0954 REVISION Y AJUSTE RECT MATAMOROS,CTEC NOTI IMPR KKMP NLIQ PREC,3091.14,3614.74
,0954,7825519,M01,,59131,06/07/2014,23/07/2014,23/07/2014,24/07/2014,09:00:00,SAUT10B,009,DUC-TR-GLP-D0001-TRM05-TED01,,954INTSCADALP TED EST. 4 J. D. COVAR KM,CERR NOTI IMPR DMNV KKMP NLIQ PREC,10303.8,10303.8
,0954,7825598,M01,,66576,06/07/2014,01/08/2014,,01/08/2014,00:00:00,SSEG10,004,DVP-MI-191,,Celaje Terrestre Saladino,ABIE DMNV KKMP PREC,1030.38,0
,0954,7825603,M01,,66574,06/07/2014,18/07/2014,18/07/2014,18/07/2014,09:00:00,SSEG10,004,DVP-MI-189,,Celaje Terrestre Campo Agua dulce,CERR NOTI IMPR KKMP NLIQ PREC,1030.38,1030.38
,0954,7825686,M01,,70212,06/07/2014,31/07/2014,31/07/2014,31/07/2014,15:00:00,PQ_SGD10,004,DVC-MI-122,,Recorrido Celaje Terrestre DDV 037A,CTEC NOTI IMPR KKMP NLIQ PREC,8243.04,8243.04
,0954,7825893,M01,,84067,06/07/2014,07/08/2014,07/08/2014,07/08/2014,15:00:00,SSEG10,004,DUC-TR-GLP-D0001-TRM03-CRUCE,20180206,0954INTSIPA P.A. EL DORADO KM:125+500,CERR NOTI IMPR KKMP NLIQ PREC,12364.56,12364.56
,0954,7825897,M01,,84334,06/07/2014,07/08/2014,07/08/2014,07/08/2014,10:00:00,SSEG10,004,DUC-TR-GLP-D0001-TRM04-CRUCE,20179806,954INTSIPA P.A. RIO MICHAPAN,CERR NOTI IMPR KKMP NLIQ PREC,6182.28,6182.28
,0954,7825945,M01,,83680,06/07/2014,13/08/2014,,13/08/2014,00:00:00,SMCD00,011,ESC-CH-COM-TC02,20170325,MANTTO. PSV-ESC-CH-163-2,ABIE DMNV KKMP PREC,4121.52,0
,0954,7825965,M01,,,07/07/2014,07/07/2014,07/07/2014,18/07/2014,15:00:00,PQ_SGD20,004,DUC-TR-PQS-D0001-TRM05,,PROTECCION C.I. EN EXCAVACION MANUAL  Y/,CTEC NOTI IMPR DMNV KKMP NLIQ PREC,32972.16,36113.76
,0954,7825988,M01,,,07/07/2014,08/07/2014,08/07/2014,21/07/2014,08:00:00,PQ_TUB00,007,DUC-TR-PQS-D0001-TRM04-CRUCE,,CHAPODEO Y LIMPIEZA EN LOS CRUCES KM. 13,CERR NOTI IMPR DMNV KKMP NLIQ PREC,64398.75,72907.25
,0954,7825989,M01,,,07/07/2014,07/07/2014,07/07/2014,07/07/2014,18:00:00,PQ_TUB00,007,DUC-TR-PQS-D0001-TRM03-TRD02,,PINTURA DE MEDIAS CAÑAS Y COLOCACION DE,CERR NOTI IMPR KKMP NLIQ PREC,20607.6,22571.1
,0954,7826010,M01,,,08/07/2014,08/07/2014,08/07/2014,08/07/2014,19:00:00,SSEG10,004,DUC-TR-GSD-D0026-TRM01-TRD02,,PROTECCION CONTRAINCENDIO EN TRABAJOS DE,CERR NOTI IMPR KKMP NLIQ PREC,8243.04,8504.84
,0954,7826014,M01,,,08/07/2014,07/07/2014,07/07/2014,11/07/2014,17:00:00,SMCD00,011,ESC-CH-EDF-ARVER,,MANTENIMIENTO A AREAS VERDES.EN ALA ESTA,CERR NOTI IMPR KKMP NLIQ PREC,103038,105656
,0954,7826015,M01,,,08/07/2014,09/07/2014,09/07/2014,10/07/2014,20:00:00,PQ_SGD20,004,DUC-TR-PQS-D0001-TRM03,,PROTECCION CONTRAINCENDIO EN TRABAJOS DE,CTEC NOTI IMPR DMNV KKMP NLIQ PREC,20607.6,23880.1
,0954,7826052,M01,,,10/07/2014,11/08/2014,,11/08/2014,00:00:00,SMED10,010,DUC-TR-GSD-D0001-TRM03-TRD02,,CORRIDA DE DIABLO GASOD 48,ABIE DMNV KKMP PREC,8243.04,0
,0954,7826053,M01,,,10/07/2014,12/08/2014,,12/08/2014,00:00:00,SMED10,010,DUC-TR-GSD-D0001-TRM04-TED01,,CORRIDA DE DIABLO GASOD 48,ABIE DMNV KKMP PREC,8243.04,0
,0954,7826054,M01,,,10/07/2014,12/08/2014,,12/08/2014,00:00:00,SMED10,010,DUC-TR-GSD-D0001-TRM04-TRD02,,CORRIDA DE DIABLO GASOD 48,ABIE DMNV KKMP PREC,8243.04,0
,0954,7826055,M01,,,10/07/2014,13/08/2014,,13/08/2014,00:00:00,SMED10,010,DUC-TR-GSD-D0001-TRM05-TED01,,CORRIDA DE DIABLO GASOD 48,LIB. DMNV KKMP NLIQ PREC,8243.04,0
,0954,7826056,M01,,,10/07/2014,13/08/2014,,13/08/2014,00:00:00,SMED10,010,DUC-TR-GSD-D0001-TRM05-TRD02,,CORRIDA DE DIABLO GASOD 48,LIB. DMNV KKMP NLIQ PREC,8243.04,0
